,id,phrase
365,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post with positive sentiment
366,0ea9794f-5d2f-4772-b481-49d9c691cba2,created a post with negative sentiment
367,0ea9794f-5d2f-4772-b481-49d9c691cba2,answered 'No' to a poll
368,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post with positive sentiment
369,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post with positive sentiment
370,0ea9794f-5d2f-4772-b481-49d9c691cba2,answered 'No' to a poll
371,0ea9794f-5d2f-4772-b481-49d9c691cba2,created a post with negative sentiment
372,0ea9794f-5d2f-4772-b481-49d9c691cba2,post has negative sentiment
373,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked someone else's post with positive sentiment
374,0ea9794f-5d2f-4772-b481-49d9c691cba2,responded 'No' to a poll
375,0ea9794f-5d2f-4772-b481-49d9c691cba2,attendees posted at least one post with negative sentiment
376,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post with positive sentiment
377,0ea9794f-5d2f-4772-b481-49d9c691cba2,responded 'No' to a poll
378,0ea9794f-5d2f-4772-b481-49d9c691cba2,participated in a poll with the question 'Do you sleep with your sheets tucked in?'
379,0ea9794f-5d2f-4772-b481-49d9c691cba2,rated a page 7 times
380,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on an ad 1 time
381,0ea9794f-5d2f-4772-b481-49d9c691cba2,rated a page 7 times
382,0ea9794f-5d2f-4772-b481-49d9c691cba2,participated in a poll with the question 'Do you sleep with your sheets tucked in?'
383,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on an ad 1 time
384,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on an ad 1 time
385,0ea9794f-5d2f-4772-b481-49d9c691cba2,rated a page 7 times
386,0ea9794f-5d2f-4772-b481-49d9c691cba2,participated in a poll with the question 'Do you sleep with your sheets tucked in?'
387,0ea9794f-5d2f-4772-b481-49d9c691cba2,gave a rating to a page 7 times
388,0ea9794f-5d2f-4772-b481-49d9c691cba2,interacted with an ad 1 time
389,0ea9794f-5d2f-4772-b481-49d9c691cba2,voted on a poll with the question 'Do you sleep with your sheets tucked in?'
390,0ea9794f-5d2f-4772-b481-49d9c691cba2,answered 'Do you sleep with your sheets tucked in?' in a poll
391,0ea9794f-5d2f-4772-b481-49d9c691cba2,rated 7 pages
392,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked an ad 1 time
393,0ea9794f-5d2f-4772-b481-49d9c691cba2,Administrative Generalist/Specialist in the position field
394,0ea9794f-5d2f-4772-b481-49d9c691cba2,phone number equals (290) 448-8241
395,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post that contains 'pragmatic'
396,0ea9794f-5d2f-4772-b481-49d9c691cba2,the phone number (290) 448-8241
397,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post with the word 'pragmatic'
398,0ea9794f-5d2f-4772-b481-49d9c691cba2,Administrative Generalist/Specialist position
399,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post containing 'pragmatic'
400,0ea9794f-5d2f-4772-b481-49d9c691cba2,holds the position of Administrative Generalist/Specialist
401,0ea9794f-5d2f-4772-b481-49d9c691cba2,phone number is (290) 448-8241
402,0ea9794f-5d2f-4772-b481-49d9c691cba2,profile details contain the phone number (290) 448-8241
403,0ea9794f-5d2f-4772-b481-49d9c691cba2,left at least one like on a post with the word 'pragmatic'
404,0ea9794f-5d2f-4772-b481-49d9c691cba2,Administrative Generalist/Specialist position
405,0ea9794f-5d2f-4772-b481-49d9c691cba2,Administrative Generalist/Specialists
406,0ea9794f-5d2f-4772-b481-49d9c691cba2,the phone number (290) 448-8241
407,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post containing the word 'pragmatic'
408,0ea9794f-5d2f-4772-b481-49d9c691cba2,profile details contain Administrative Generalist/Specialist position for the position
409,0ea9794f-5d2f-4772-b481-49d9c691cba2,(290) 448-8241 for the phone number
410,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post that contains 'pragmatic'
411,0ea9794f-5d2f-4772-b481-49d9c691cba2,first name is Nancie
412,0ea9794f-5d2f-4772-b481-49d9c691cba2,participated in 7 polls
413,0ea9794f-5d2f-4772-b481-49d9c691cba2,saved a note for a page that contains 'concussion'
414,0ea9794f-5d2f-4772-b481-49d9c691cba2,Nancie as the first name
415,0ea9794f-5d2f-4772-b481-49d9c691cba2,participated in a poll 7 times
416,0ea9794f-5d2f-4772-b481-49d9c691cba2,left a note on a page that contains 'concussion'
417,0ea9794f-5d2f-4772-b481-49d9c691cba2,saved a note on page containing the word 'concussion'
418,0ea9794f-5d2f-4772-b481-49d9c691cba2,voted on 7 polls
419,0ea9794f-5d2f-4772-b481-49d9c691cba2,Nancie as first name
420,0ea9794f-5d2f-4772-b481-49d9c691cba2,left a vote on 7 polls
421,0ea9794f-5d2f-4772-b481-49d9c691cba2,first name equals Nancie
422,0ea9794f-5d2f-4772-b481-49d9c691cba2,added a note to page with the word 'concussion'
423,0ea9794f-5d2f-4772-b481-49d9c691cba2,created a note to page containing 'concussion'
424,0ea9794f-5d2f-4772-b481-49d9c691cba2,took part in 7 polls
425,0ea9794f-5d2f-4772-b481-49d9c691cba2,first name is Nancie
426,0ea9794f-5d2f-4772-b481-49d9c691cba2,replied to a post by Kristin Hansen
427,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on an ad 1 time
428,0ea9794f-5d2f-4772-b481-49d9c691cba2,Samoa as location
429,0ea9794f-5d2f-4772-b481-49d9c691cba2,Samoa as location
430,0ea9794f-5d2f-4772-b481-49d9c691cba2,replied to a post by Kristin Hansen
431,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on an ad 1 time
432,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on an ad 1 time
433,0ea9794f-5d2f-4772-b481-49d9c691cba2,Samoa as location
434,0ea9794f-5d2f-4772-b481-49d9c691cba2,replied to a post by Kristin Hansen
435,0ea9794f-5d2f-4772-b481-49d9c691cba2,left a comment on a post by Kristin Hansen
436,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on 1 add
437,0ea9794f-5d2f-4772-b481-49d9c691cba2,Samoa in profile details 
438,0ea9794f-5d2f-4772-b481-49d9c691cba2,Samoa in profile details
439,0ea9794f-5d2f-4772-b481-49d9c691cba2,left a comment on a post by Kristin Hansen
440,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on 1 add
441,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on 1 add
442,0ea9794f-5d2f-4772-b481-49d9c691cba2,Samoa in profile details
443,0ea9794f-5d2f-4772-b481-49d9c691cba2,left a comment on a post by Kristin Hansen
444,0ea9794f-5d2f-4772-b481-49d9c691cba2,attendees from Samoa
445,0ea9794f-5d2f-4772-b481-49d9c691cba2,commented on  Kristin Hansen's post
446,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on an ad 1 time
447,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on an ad 1 time
448,0ea9794f-5d2f-4772-b481-49d9c691cba2,commented on Kristin Hansen's post
449,0ea9794f-5d2f-4772-b481-49d9c691cba2,from Samoa
450,0ea9794f-5d2f-4772-b481-49d9c691cba2,commented on Kristin Hansen's post
451,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on an ad 1 time
452,0ea9794f-5d2f-4772-b481-49d9c691cba2,from Samoa
453,0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed a page with 'speaker' type
454,0ea9794f-5d2f-4772-b481-49d9c691cba2,wrote a post with negative sentiment
455,0ea9794f-5d2f-4772-b481-49d9c691cba2,answered 'No' to a poll
456,0ea9794f-5d2f-4772-b481-49d9c691cba2,answered 'No' to a poll
457,0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed a page with 'speaker' type
458,0ea9794f-5d2f-4772-b481-49d9c691cba2,wrote a post with negative sentiment
459,0ea9794f-5d2f-4772-b481-49d9c691cba2,wrote a post with negative sentiment
460,0ea9794f-5d2f-4772-b481-49d9c691cba2,answered 'No' to a poll
461,0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed a page with 'speaker' type
462,0ea9794f-5d2f-4772-b481-49d9c691cba2,visited a page with type 'speaker'
463,0ea9794f-5d2f-4772-b481-49d9c691cba2,added a post with negative sentiment
464,0ea9794f-5d2f-4772-b481-49d9c691cba2,voted with 'No' in a poll
465,0ea9794f-5d2f-4772-b481-49d9c691cba2,answer to a poll equals 'No'
466,0ea9794f-5d2f-4772-b481-49d9c691cba2,visited a page with type 'speaker'
467,0ea9794f-5d2f-4772-b481-49d9c691cba2,added a post with negative sentiment
468,0ea9794f-5d2f-4772-b481-49d9c691cba2,created a post with negative sentiment
469,0ea9794f-5d2f-4772-b481-49d9c691cba2,answer to a poll equals 'No'
470,0ea9794f-5d2f-4772-b481-49d9c691cba2,visited a page with type 'speaker'
471,0ea9794f-5d2f-4772-b481-49d9c691cba2,phone number is (290) 448-8241
472,0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed 4 pages
473,0ea9794f-5d2f-4772-b481-49d9c691cba2,attended 0 events
474,0ea9794f-5d2f-4772-b481-49d9c691cba2,attended 0 events
475,0ea9794f-5d2f-4772-b481-49d9c691cba2,phone number is (290) 448-8241
476,0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed 4 pages
477,0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed 4 pages
478,0ea9794f-5d2f-4772-b481-49d9c691cba2,attended 0 events
479,0ea9794f-5d2f-4772-b481-49d9c691cba2,phone number is (290) 448-8241
480,0ea9794f-5d2f-4772-b481-49d9c691cba2,profile phone contains (290) 448-8241
481,0ea9794f-5d2f-4772-b481-49d9c691cba2,visited 4 pages
482,0ea9794f-5d2f-4772-b481-49d9c691cba2,went to 0 events
483,0ea9794f-5d2f-4772-b481-49d9c691cba2,went to 0 events
484,0ea9794f-5d2f-4772-b481-49d9c691cba2,visited 4 pages
485,0ea9794f-5d2f-4772-b481-49d9c691cba2,profile phone contains (290) 448-8241
486,0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed a page with 'biplane'
487,0ea9794f-5d2f-4772-b481-49d9c691cba2,left 3 notes
488,0ea9794f-5d2f-4772-b481-49d9c691cba2,downloaded 7 files
489,0ea9794f-5d2f-4772-b481-49d9c691cba2,downloaded 7 files
490,0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed a page with 'biplane'
491,0ea9794f-5d2f-4772-b481-49d9c691cba2,left 3 notes
492,0ea9794f-5d2f-4772-b481-49d9c691cba2,left 3 notes
493,0ea9794f-5d2f-4772-b481-49d9c691cba2,downloaded 7 files
494,0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed a page with 'biplane'
495,0ea9794f-5d2f-4772-b481-49d9c691cba2,visited a page that contains 'biplane'
496,0ea9794f-5d2f-4772-b481-49d9c691cba2,created 3 notes
497,0ea9794f-5d2f-4772-b481-49d9c691cba2,made 7 file downloads
498,0ea9794f-5d2f-4772-b481-49d9c691cba2,made 7 file downloads
499,0ea9794f-5d2f-4772-b481-49d9c691cba2,visited a page that contains 'biplane'
500,0ea9794f-5d2f-4772-b481-49d9c691cba2,created 3 notes
501,0ea9794f-5d2f-4772-b481-49d9c691cba2,created 3 notes
502,0ea9794f-5d2f-4772-b481-49d9c691cba2,made 7 file downloads
503,0ea9794f-5d2f-4772-b481-49d9c691cba2,visited a page that contains 'biplane'
504,0ea9794f-5d2f-4772-b481-49d9c691cba2,downloaded a file with name 'presentation.pptx'
505,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post with positive sentiment
506,0ea9794f-5d2f-4772-b481-49d9c691cba2,connected facebook
507,0ea9794f-5d2f-4772-b481-49d9c691cba2,connected facebook
508,0ea9794f-5d2f-4772-b481-49d9c691cba2,downloaded a file with name 'presentation.pptx'
509,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post with positive sentiment
510,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post with positive sentiment
511,0ea9794f-5d2f-4772-b481-49d9c691cba2,connected facebook
512,0ea9794f-5d2f-4772-b481-49d9c691cba2,downloaded a file with name 'presentation.pptx'
513,0ea9794f-5d2f-4772-b481-49d9c691cba2,made a download of a file which contains 'presentation.pptx' in the name
514,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post with positive sentiment
515,0ea9794f-5d2f-4772-b481-49d9c691cba2,linked facebook to their profile
516,0ea9794f-5d2f-4772-b481-49d9c691cba2,linked facebook to their profile
517,0ea9794f-5d2f-4772-b481-49d9c691cba2,made a download of a file which contains 'presentation.pptx' in the name
518,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post with positive sentiment
519,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post with positive sentiment
520,0ea9794f-5d2f-4772-b481-49d9c691cba2,linked facebook to their profile
521,0ea9794f-5d2f-4772-b481-49d9c691cba2,made a download of a file which contains 'presentation.pptx' in the name
522,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on ad by 'AC Lens'
523,2dfad3f1-b93f-46aa-a2fa-20f390407243,answered 'Yes' in quick poll
524,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post mentioning Dorothy Larson
525,2dfad3f1-b93f-46aa-a2fa-20f390407243,choose 'Yes' answer in poll
526,2dfad3f1-b93f-46aa-a2fa-20f390407243,mentioned Dorothy Larson in post
527,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on 'AC Lens' ad
528,2dfad3f1-b93f-46aa-a2fa-20f390407243,posts about Dorothy Larson
529,2dfad3f1-b93f-46aa-a2fa-20f390407243,'Yes' answers in poll
530,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicks on ads published by 'AC Lens'
531,2dfad3f1-b93f-46aa-a2fa-20f390407243,participated in quick poll answering 'Yes'
532,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on ad by 'AC Lens'
533,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with Dorothy Larson's mention
534,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on 'AC Lens' ad
535,2dfad3f1-b93f-46aa-a2fa-20f390407243,voted 'Yes' in poll
536,2dfad3f1-b93f-46aa-a2fa-20f390407243,posted about Dorothy Larson
537,2dfad3f1-b93f-46aa-a2fa-20f390407243,choose 'Yes' in poll
538,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with mention of Dorothy Larson
539,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on ad created by 'AC Lens'
540,2dfad3f1-b93f-46aa-a2fa-20f390407243,viewed session pages
541,2dfad3f1-b93f-46aa-a2fa-20f390407243,answered 'Yes' in poll
542,2dfad3f1-b93f-46aa-a2fa-20f390407243,downloaded file 9 times
543,2dfad3f1-b93f-46aa-a2fa-20f390407243,downloaded a file 9 times
544,2dfad3f1-b93f-46aa-a2fa-20f390407243,choose 'Yes' option in quick poll
545,2dfad3f1-b93f-46aa-a2fa-20f390407243,viewed page with 'session' type
546,2dfad3f1-b93f-46aa-a2fa-20f390407243,choose 'Yes' answer in poll
547,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on file 9 times
548,2dfad3f1-b93f-46aa-a2fa-20f390407243,checked session page
549,2dfad3f1-b93f-46aa-a2fa-20f390407243,session page views
550,2dfad3f1-b93f-46aa-a2fa-20f390407243,'Yes' quick poll answers
551,2dfad3f1-b93f-46aa-a2fa-20f390407243,9 file downloads
552,2dfad3f1-b93f-46aa-a2fa-20f390407243,downloaded file 9 times
553,2dfad3f1-b93f-46aa-a2fa-20f390407243,participated in poll answering 'Yes'
554,2dfad3f1-b93f-46aa-a2fa-20f390407243,viewe sesssion page
555,2dfad3f1-b93f-46aa-a2fa-20f390407243,9 file downloads
556,2dfad3f1-b93f-46aa-a2fa-20f390407243,'Yes' answer in quick poll
557,2dfad3f1-b93f-46aa-a2fa-20f390407243,session view
558,2dfad3f1-b93f-46aa-a2fa-20f390407243,left a note on page with 'speaker' type
559,2dfad3f1-b93f-46aa-a2fa-20f390407243,work at Abercrombie & Fitch
560,2dfad3f1-b93f-46aa-a2fa-20f390407243,rated page with 'exhibitor' type
561,2dfad3f1-b93f-46aa-a2fa-20f390407243,rated exhibitor's page
562,2dfad3f1-b93f-46aa-a2fa-20f390407243,left a note on speaker's page
563,2dfad3f1-b93f-46aa-a2fa-20f390407243,work at Abercrombie & Fitch
564,2dfad3f1-b93f-46aa-a2fa-20f390407243,works ar Abercrombie & Fitch
565,2dfad3f1-b93f-46aa-a2fa-20f390407243,exhibitor's page rating
566,2dfad3f1-b93f-46aa-a2fa-20f390407243,note on speaker's page
567,2dfad3f1-b93f-46aa-a2fa-20f390407243,note about speaker
568,2dfad3f1-b93f-46aa-a2fa-20f390407243,exhibitor rating
569,2dfad3f1-b93f-46aa-a2fa-20f390407243,works at Abercrombie & Fitch
570,2dfad3f1-b93f-46aa-a2fa-20f390407243,from Abercrombie & Fitch
571,2dfad3f1-b93f-46aa-a2fa-20f390407243,rated an exhibitor
572,2dfad3f1-b93f-46aa-a2fa-20f390407243,left a note about speaker
573,2dfad3f1-b93f-46aa-a2fa-20f390407243,rated an exhibitor
574,2dfad3f1-b93f-46aa-a2fa-20f390407243,works at Abercrombie & Fitch
575,2dfad3f1-b93f-46aa-a2fa-20f390407243,left a note on speaker's page
576,2dfad3f1-b93f-46aa-a2fa-20f390407243,connected google+
577,2dfad3f1-b93f-46aa-a2fa-20f390407243,written positive posts
578,2dfad3f1-b93f-46aa-a2fa-20f390407243,n't enjoyed the event
579,2dfad3f1-b93f-46aa-a2fa-20f390407243,negative sentiment towards event
580,2dfad3f1-b93f-46aa-a2fa-20f390407243,positive post
581,2dfad3f1-b93f-46aa-a2fa-20f390407243,connected google+
582,2dfad3f1-b93f-46aa-a2fa-20f390407243,connected google+ account
583,2dfad3f1-b93f-46aa-a2fa-20f390407243,post with positive sentiment
584,2dfad3f1-b93f-46aa-a2fa-20f390407243,n't enjoy the event
585,2dfad3f1-b93f-46aa-a2fa-20f390407243,n't enjoy event
586,2dfad3f1-b93f-46aa-a2fa-20f390407243,written positive sentiment
587,2dfad3f1-b93f-46aa-a2fa-20f390407243,connected google+
588,2dfad3f1-b93f-46aa-a2fa-20f390407243,n't like the event
589,2dfad3f1-b93f-46aa-a2fa-20f390407243,connected google+ account
590,2dfad3f1-b93f-46aa-a2fa-20f390407243,composed a positive post
591,2dfad3f1-b93f-46aa-a2fa-20f390407243,linked google+ account
592,2dfad3f1-b93f-46aa-a2fa-20f390407243,written post with positive sentiment
593,2dfad3f1-b93f-46aa-a2fa-20f390407243,n't really like the event
594,2dfad3f1-b93f-46aa-a2fa-20f390407243,from Vatican city
595,2dfad3f1-b93f-46aa-a2fa-20f390407243,replied to posts about 'concussion'
596,2dfad3f1-b93f-46aa-a2fa-20f390407243,n't enjoy the event
597,2dfad3f1-b93f-46aa-a2fa-20f390407243,replied to post with 'concussion'
598,2dfad3f1-b93f-46aa-a2fa-20f390407243,not enjoyed the event
599,2dfad3f1-b93f-46aa-a2fa-20f390407243,Vatican City set as location
600,2dfad3f1-b93f-46aa-a2fa-20f390407243,from Vatican City
760,2dfad3f1-b93f-46aa-a2fa-20f390407243,n't like the event
601,2dfad3f1-b93f-46aa-a2fa-20f390407243,replied to post with 'concussion' in its text
602,2dfad3f1-b93f-46aa-a2fa-20f390407243,replied to posts about 'concussion'
603,2dfad3f1-b93f-46aa-a2fa-20f390407243,negative sentiment towards event
604,2dfad3f1-b93f-46aa-a2fa-20f390407243,Vatican City location
605,2dfad3f1-b93f-46aa-a2fa-20f390407243,live in Vatican City
606,2dfad3f1-b93f-46aa-a2fa-20f390407243,replied to post with 'concussion'
607,2dfad3f1-b93f-46aa-a2fa-20f390407243,n't like the event
608,2dfad3f1-b93f-46aa-a2fa-20f390407243,not enjoyed the event
609,2dfad3f1-b93f-46aa-a2fa-20f390407243,replied to post with 'concussion'
610,2dfad3f1-b93f-46aa-a2fa-20f390407243,reside in Vatican City
611,2dfad3f1-b93f-46aa-a2fa-20f390407243,working at Abercrombie & Fitch
612,2dfad3f1-b93f-46aa-a2fa-20f390407243,liked post 5 times
613,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on ad with 'escapist'
614,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicks on ads containing 'escapist'
615,2dfad3f1-b93f-46aa-a2fa-20f390407243,5 post likes
616,2dfad3f1-b93f-46aa-a2fa-20f390407243,Abercrombie & Fitch set as company
617,2dfad3f1-b93f-46aa-a2fa-20f390407243,working at Abercrombie & Fitch
618,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on 'escapist' ad
619,2dfad3f1-b93f-46aa-a2fa-20f390407243,liked post 5 times
620,2dfad3f1-b93f-46aa-a2fa-20f390407243,liked post 5 times
621,2dfad3f1-b93f-46aa-a2fa-20f390407243,5 likes of posts
622,2dfad3f1-b93f-46aa-a2fa-20f390407243,working at Abercrombie & Fitch
623,2dfad3f1-b93f-46aa-a2fa-20f390407243,5 post likes
624,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicks on ad which mentioned 'escapist'
625,2dfad3f1-b93f-46aa-a2fa-20f390407243,working at Abercrombie & Fitch
626,2dfad3f1-b93f-46aa-a2fa-20f390407243,working at Abercrombie & Fitch
627,2dfad3f1-b93f-46aa-a2fa-20f390407243,5 posts likes
628,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on ad containing 'escapist'
629,2dfad3f1-b93f-46aa-a2fa-20f390407243,liked post by Clay Arnold
630,2dfad3f1-b93f-46aa-a2fa-20f390407243,viewed page with 'beyond'
631,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with 5 replies
632,2dfad3f1-b93f-46aa-a2fa-20f390407243,viewed page mentioning 'beyond'
633,2dfad3f1-b93f-46aa-a2fa-20f390407243,posts with 5 replies
634,2dfad3f1-b93f-46aa-a2fa-20f390407243,liked Clay Arnold's post
635,2dfad3f1-b93f-46aa-a2fa-20f390407243,post containing 5 replies
636,2dfad3f1-b93f-46aa-a2fa-20f390407243,view of page with 'beyond' in its text
637,2dfad3f1-b93f-46aa-a2fa-20f390407243,like of Clay Arnold's post
638,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with 5 replies
639,2dfad3f1-b93f-46aa-a2fa-20f390407243,liked post by Clay Arnold
640,2dfad3f1-b93f-46aa-a2fa-20f390407243,viewed page which contains 'beyond'
641,2dfad3f1-b93f-46aa-a2fa-20f390407243,liked Clay Arnold's post
642,2dfad3f1-b93f-46aa-a2fa-20f390407243,post with 5 comments
643,2dfad3f1-b93f-46aa-a2fa-20f390407243,view of page which mentioned 'beyond'
644,2dfad3f1-b93f-46aa-a2fa-20f390407243,viewed page with 'beyond'
645,2dfad3f1-b93f-46aa-a2fa-20f390407243,liked post written by Clay Arnold
646,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with 5 comments
647,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote positive post
648,2dfad3f1-b93f-46aa-a2fa-20f390407243,attended event 4 times
649,2dfad3f1-b93f-46aa-a2fa-20f390407243,work as Affordable Housting Specialist
650,2dfad3f1-b93f-46aa-a2fa-20f390407243,Affordable Housing Specialist position
651,2dfad3f1-b93f-46aa-a2fa-20f390407243,4 event attendances
652,2dfad3f1-b93f-46aa-a2fa-20f390407243,positive post
653,2dfad3f1-b93f-46aa-a2fa-20f390407243,set position to Affordable Housing Specialist
654,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with positive sentiment
655,2dfad3f1-b93f-46aa-a2fa-20f390407243,attended event 4 times
656,2dfad3f1-b93f-46aa-a2fa-20f390407243,positive posts
657,2dfad3f1-b93f-46aa-a2fa-20f390407243,Affordable Housing Specialist position
658,2dfad3f1-b93f-46aa-a2fa-20f390407243,4 event attendances
659,2dfad3f1-b93f-46aa-a2fa-20f390407243,work at Affordable Housing Specialist position
660,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote positive post
661,2dfad3f1-b93f-46aa-a2fa-20f390407243,attended even 5 times
662,2dfad3f1-b93f-46aa-a2fa-20f390407243,attended event 4 times
663,2dfad3f1-b93f-46aa-a2fa-20f390407243,Affordable Housing Specialist position
664,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with  positive sentiment
665,2dfad3f1-b93f-46aa-a2fa-20f390407243,n't enjoyed the event
666,2dfad3f1-b93f-46aa-a2fa-20f390407243,rated page containing 'coastal'
667,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with 2 likes
668,2dfad3f1-b93f-46aa-a2fa-20f390407243,rating for page about 'coastal'
669,2dfad3f1-b93f-46aa-a2fa-20f390407243,post liked 2 times
670,2dfad3f1-b93f-46aa-a2fa-20f390407243,negative feelings towards the event
671,2dfad3f1-b93f-46aa-a2fa-20f390407243,n't enjoyed the event
672,2dfad3f1-b93f-46aa-a2fa-20f390407243,written post which was liked 2 times
673,2dfad3f1-b93f-46aa-a2fa-20f390407243,rated page mentioning 'coastal'
674,2dfad3f1-b93f-46aa-a2fa-20f390407243,rated page with 'coastal' word
675,2dfad3f1-b93f-46aa-a2fa-20f390407243,n't like the event
676,2dfad3f1-b93f-46aa-a2fa-20f390407243,posted something liked 2 times
677,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with 2 likes
678,2dfad3f1-b93f-46aa-a2fa-20f390407243,n't enjoyed the event
679,2dfad3f1-b93f-46aa-a2fa-20f390407243,rated page containing 'coastal'
680,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post which was liked 2 times
681,2dfad3f1-b93f-46aa-a2fa-20f390407243,rated page with 'coastal' word
682,2dfad3f1-b93f-46aa-a2fa-20f390407243,n't enjoyed the event
683,2dfad3f1-b93f-46aa-a2fa-20f390407243,attended 'Happy Hippopotamuss'17' event
684,2dfad3f1-b93f-46aa-a2fa-20f390407243,participated in poll once
685,2dfad3f1-b93f-46aa-a2fa-20f390407243,rated exhibitor's page
686,2dfad3f1-b93f-46aa-a2fa-20f390407243,attended 'Happy Hippopotamuss'17' event
687,2dfad3f1-b93f-46aa-a2fa-20f390407243,left rating on page with 'exhibitor' type
688,2dfad3f1-b93f-46aa-a2fa-20f390407243,voted in poll
689,2dfad3f1-b93f-46aa-a2fa-20f390407243,voted in 1 poll
690,2dfad3f1-b93f-46aa-a2fa-20f390407243,attended 'Happy Hippopotamuss'17'
691,2dfad3f1-b93f-46aa-a2fa-20f390407243,rated page with 'exhibitor' type
692,2dfad3f1-b93f-46aa-a2fa-20f390407243,answerted 1 poll
693,2dfad3f1-b93f-46aa-a2fa-20f390407243,rated exhibitor
694,2dfad3f1-b93f-46aa-a2fa-20f390407243,attended 'Happy Hippopotamuss'17' event
695,2dfad3f1-b93f-46aa-a2fa-20f390407243,rated exhibitor
696,2dfad3f1-b93f-46aa-a2fa-20f390407243,attended 'Happy Hippopotamuss'17'
697,2dfad3f1-b93f-46aa-a2fa-20f390407243,voted in poll once
698,2dfad3f1-b93f-46aa-a2fa-20f390407243,rated exhibitor's page
699,2dfad3f1-b93f-46aa-a2fa-20f390407243,voted in single poll
700,2dfad3f1-b93f-46aa-a2fa-20f390407243,attended 'Happy Hippopotamuss'17'
701,59d09959-5836-494f-9176-7a11a449b2fa,clicked on ad by 'Acsis Inc.'
702,59d09959-5836-494f-9176-7a11a449b2fa,mentioned Steven Owens
703,59d09959-5836-494f-9176-7a11a449b2fa,participated in a polls 4 times
704,59d09959-5836-494f-9176-7a11a449b2fa,mentioned Steven Owens
705,59d09959-5836-494f-9176-7a11a449b2fa,participated in 4 polls
706,59d09959-5836-494f-9176-7a11a449b2fa,converted on the 'Acsis Inc.' ad 
707,59d09959-5836-494f-9176-7a11a449b2fa,wrote a post about Steven Owens
