,id,phrase,replacements,label
243,4a98f580-3e45-4f60-9128-8195f08bd995,<email>,"{""email"": ""rgarcia@optonline.net""}",profile
244,4a98f580-3e45-4f60-9128-8195f08bd995,<website> as their website,"{""website"": ""deviantart.com""}",profile
245,4a98f580-3e45-4f60-9128-8195f08bd995,rated with <number> stars ,"{""number"": ""2""}",rate
246,4a98f580-3e45-4f60-9128-8195f08bd995,<email> email,"{""email"": ""rgarcia@optonline.net""}",profile
247,4a98f580-3e45-4f60-9128-8195f08bd995,clicked on the activision <page-type>ed post,"{""page-type"": ""sponsor""}",ad
248,4a98f580-3e45-4f60-9128-8195f08bd995,converted on the activision <page-type>ed post,"{""page-type"": ""sponsor""}",ad
249,4a98f580-3e45-4f60-9128-8195f08bd995,biologist,{},profile
250,4a98f580-3e45-4f60-9128-8195f08bd995,a post that was liked <number> times,"{""number"": ""7""}",post
251,4a98f580-3e45-4f60-9128-8195f08bd995,wrote posts that contain the keyword <post-word>,"{""post-word"": ""honey""}",post
252,4a98f580-3e45-4f60-9128-8195f08bd995,wrote about <post-word>,"{""post-word"": ""honey""}",post
253,4a98f580-3e45-4f60-9128-8195f08bd995,posted about <post-word>,"{""post-word"": ""honey""}",post
254,4a98f580-3e45-4f60-9128-8195f08bd995,works at abbott laboratories ,{},profile
255,4a98f580-3e45-4f60-9128-8195f08bd995,downloaded a file <number> times,"{""number"": ""3""}",file
256,4a98f580-3e45-4f60-9128-8195f08bd995,downloaded something <number> times,"{""number"": ""3""}",file
257,4a98f580-3e45-4f60-9128-8195f08bd995,wrote a <sentiment> post,"{""sentiment"": ""positive""}",post
258,4a98f580-3e45-4f60-9128-8195f08bd995,wrote something <sentiment>,"{""sentiment"": ""positive""}",post
259,4a98f580-3e45-4f60-9128-8195f08bd995,clicked a sponsored post <number> times,"{""number"": ""7""}",ad
260,4a98f580-3e45-4f60-9128-8195f08bd995,liked a post with the keyword <post-word>,"{""post-word"": ""big""}",like
261,4a98f580-3e45-4f60-9128-8195f08bd995,saw any page <number> times,"{""number"": ""5""}",view
262,4a98f580-3e45-4f60-9128-8195f08bd995,wrote something about <post-word>,"{""post-word"": ""honey""}",post
263,4a98f580-3e45-4f60-9128-8195f08bd995,viewed a page with <post-word> in the content,"{""post-word"": ""big""}",view
264,4a98f580-3e45-4f60-9128-8195f08bd995,viewed a page with <post-word>,"{""post-word"": ""big""}",view
265,4a98f580-3e45-4f60-9128-8195f08bd995,wrote post that got <number> comments,"{""number"": ""7""}",post
266,4a98f580-3e45-4f60-9128-8195f08bd995,the phone number <phone>,"{""phone"": ""(939) 771-3645""}",profile
267,4a98f580-3e45-4f60-9128-8195f08bd995,phone number is <phone>,"{""number"": ""(939) 771-3645""}",profile
268,4a98f580-3e45-4f60-9128-8195f08bd995,commented one of <mention>'s posts,"{""mention"":""estelle jimenez""}",reply
269,4a98f580-3e45-4f60-9128-8195f08bd995,commented estelle jimenez's post,"{""mention"":""estelle jimenez""}",reply
270,4a98f580-3e45-4f60-9128-8195f08bd995,replying to <mention>'s post ,"{""mention"":""estelle jimenez""}",reply
271,4a98f580-3e45-4f60-9128-8195f08bd995,named <first-name>,"{""first-name"":""vida""}",profile
272,4a98f580-3e45-4f60-9128-8195f08bd995,name is <first-name>,"{""first-name"":""vida""}",profile
273,4a98f580-3e45-4f60-9128-8195f08bd995,<first-name>,"{""first-name"":""vida""}",profile
274,0ea9794f-5d2f-4772-b481-49d9c691cba2,used the app <number> times,"{""number"": ""0""}",session
275,0ea9794f-5d2f-4772-b481-49d9c691cba2,downloaded <number> files,"{""number"": ""7""}",file
276,0ea9794f-5d2f-4772-b481-49d9c691cba2,<last-name> as the last name,"{""last-name"": ""Rodriguez""}",profile
277,0ea9794f-5d2f-4772-b481-49d9c691cba2,<last-name> for the last name,"{""last-name"": ""Rodriguez""}",profile
278,0ea9794f-5d2f-4772-b481-49d9c691cba2,n't use the app,{},session
279,0ea9794f-5d2f-4772-b481-49d9c691cba2,made <number> file downloads,"{""number"": ""7""}",file
280,0ea9794f-5d2f-4772-b481-49d9c691cba2,downloaded  <number> files from the app,"{""number"": ""7""}",file
281,0ea9794f-5d2f-4772-b481-49d9c691cba2,surname is <last-name>,"{""last-name"": ""Rodriguez""}",profile
282,0ea9794f-5d2f-4772-b481-49d9c691cba2,opened the app <number> times,"{""number"": ""0""}",session
283,0ea9794f-5d2f-4772-b481-49d9c691cba2,last name equals <last-name>,"{""last-name"": ""Rodriguez""}",profile
284,0ea9794f-5d2f-4772-b481-49d9c691cba2,answered <poll-answer> to a poll,"{""poll-answer"": ""'No'""}",poll
285,0ea9794f-5d2f-4772-b481-49d9c691cba2,created a post with <sentiment> sentiment,"{""sentiment"": ""negative""}",poll
286,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post with <sentiment> sentiment,"{""sentiment"": ""positive""}",like
287,0ea9794f-5d2f-4772-b481-49d9c691cba2,post has <sentiment> sentiment,"{""sentiment"": ""negative""}",post
288,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked someone else's post with <sentiment> sentiment,"{""sentiment"": ""positive""}",like
289,0ea9794f-5d2f-4772-b481-49d9c691cba2,responded <poll-answer> to a poll,"{""poll-answer"": ""'No'""}",poll
290,0ea9794f-5d2f-4772-b481-49d9c691cba2,attendees posted at least one post with <sentiment> sentiment,"{""sentiment"": ""negative""}",post
291,0ea9794f-5d2f-4772-b481-49d9c691cba2,participated in a poll with the question <poll-question>?',"{""poll-question"": ""'Do you sleep with your sheets tucked in""}",poll
292,0ea9794f-5d2f-4772-b481-49d9c691cba2,rated a page <number> times,"{""number"": ""7""}",rate
293,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on an ad <number> time,"{""number"": ""1""}",ad
294,0ea9794f-5d2f-4772-b481-49d9c691cba2,gave a rating to a page <number> times,"{""number"": ""7""}",rate
295,0ea9794f-5d2f-4772-b481-49d9c691cba2,interacted with an ad <number> time,"{""number"": ""1""}",ad
296,0ea9794f-5d2f-4772-b481-49d9c691cba2,voted on a poll with the question <poll-question>?',"{""poll-question"": ""'Do you sleep with your sheets tucked in""}",poll
297,0ea9794f-5d2f-4772-b481-49d9c691cba2,answered <poll-question>?' in a poll,"{""poll-question"": ""'Do you sleep with your sheets tucked in""}",poll
298,0ea9794f-5d2f-4772-b481-49d9c691cba2,rated <number> pages,"{""number"": ""7""}",rate
299,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked an ad <number> time,"{""number"": ""1""}",ad
300,0ea9794f-5d2f-4772-b481-49d9c691cba2,<position> in the position field,"{""position"": ""Administrative Generalist/Specialist""}",profile
301,0ea9794f-5d2f-4772-b481-49d9c691cba2,phone number equals <phone>,"{""phone"": ""(101) 892-2757""}",profile
302,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post that contains <post-word>,"{""post-word"": ""'pragmatic'""}",like
303,0ea9794f-5d2f-4772-b481-49d9c691cba2,the phone number <phone>,"{""phone"": ""(101) 892-2757""}",profile
304,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post with the word <post-word>,"{""post-word"": ""'pragmatic'""}",like
305,0ea9794f-5d2f-4772-b481-49d9c691cba2,<position> position,"{""position"": ""Administrative Generalist/Specialist""}",profile
306,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post containing <post-word>,"{""post-word"": ""'pragmatic'""}",like
307,0ea9794f-5d2f-4772-b481-49d9c691cba2,holds the position of <position>,"{""position"": ""Administrative Generalist/Specialist""}",profile
308,0ea9794f-5d2f-4772-b481-49d9c691cba2,phone number is <phone>,"{""phone"": ""(101) 892-2757""}",profile
309,0ea9794f-5d2f-4772-b481-49d9c691cba2,profile details contain the phone number <phone>,"{""phone"": ""(101) 892-2757""}",profile
310,0ea9794f-5d2f-4772-b481-49d9c691cba2,left at least one like on a post with the word <post-word>,"{""post-word"": ""'pragmatic'""}",like
311,0ea9794f-5d2f-4772-b481-49d9c691cba2,<position>s,"{""position"": ""Administrative Generalist/Specialist""}",profile
312,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post containing the word <post-word>,"{""post-word"": ""'pragmatic'""}",like
313,0ea9794f-5d2f-4772-b481-49d9c691cba2,profile details contain <position> position for the position,"{""position"": ""Administrative Generalist/Specialist""}",profile
314,0ea9794f-5d2f-4772-b481-49d9c691cba2,<phone> for the phone number,"{""phone"": ""(101) 892-2757""}",profile
315,0ea9794f-5d2f-4772-b481-49d9c691cba2,first name is <first-name>,"{""first-name"": ""Nancie""}",profile
316,0ea9794f-5d2f-4772-b481-49d9c691cba2,participated in <number> polls,"{""number"": ""7""}",poll
317,0ea9794f-5d2f-4772-b481-49d9c691cba2,saved a note for a page that contains <post-word>,"{""post-word"": ""'concussion'""}",note
318,0ea9794f-5d2f-4772-b481-49d9c691cba2,<first-name> as the first name,"{""first-name"": ""Nancie""}",profile
319,0ea9794f-5d2f-4772-b481-49d9c691cba2,participated in a poll <number> times,"{""number"": ""7""}",poll
320,0ea9794f-5d2f-4772-b481-49d9c691cba2,left a note on a page that contains <post-word>,"{""post-word"": ""'concussion'""}",note
321,0ea9794f-5d2f-4772-b481-49d9c691cba2,saved a note on page containing the word <post-word>,"{""post-word"": ""'concussion'""}",note
322,0ea9794f-5d2f-4772-b481-49d9c691cba2,voted on <number> polls,"{""number"": ""7""}",poll
323,0ea9794f-5d2f-4772-b481-49d9c691cba2,<first-name> as first name,"{""first-name"": ""Nancie""}",profile
324,0ea9794f-5d2f-4772-b481-49d9c691cba2,left a vote on <number> polls,"{""number"": ""7""}",poll
325,0ea9794f-5d2f-4772-b481-49d9c691cba2,first name equals <first-name>,"{""first-name"": ""Nancie""}",profile
326,0ea9794f-5d2f-4772-b481-49d9c691cba2,added a note to page with the word <post-word>,"{""post-word"": ""'concussion'""}",note
327,0ea9794f-5d2f-4772-b481-49d9c691cba2,created a note to page containing <post-word>,"{""post-word"": ""'concussion'""}",note
328,0ea9794f-5d2f-4772-b481-49d9c691cba2,took part in <number> polls,"{""number"": ""7""}",poll
329,0ea9794f-5d2f-4772-b481-49d9c691cba2,replied to a post by <mention>,"{""mention"": ""Kristin Hansen""}",reply
330,0ea9794f-5d2f-4772-b481-49d9c691cba2,<location> as location,"{""location"": ""Samoa""}",profile
331,0ea9794f-5d2f-4772-b481-49d9c691cba2,left a comment on a post by <mention>,"{""mention"": ""Kristin Hansen""}",reply
332,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on <number> add,"{""number"": ""1""}",ad
333,0ea9794f-5d2f-4772-b481-49d9c691cba2,<location> in profile details ,"{""location"": ""Samoa""}",profile
334,0ea9794f-5d2f-4772-b481-49d9c691cba2,<location> in profile details,"{""location"": ""Samoa""}",profile
335,0ea9794f-5d2f-4772-b481-49d9c691cba2,attendees from <location>,"{""location"": ""Samoa""}",profile
336,0ea9794f-5d2f-4772-b481-49d9c691cba2,commented on  <mention>s post,"{""mention"": ""Kristin Hansen'""}",reply
337,0ea9794f-5d2f-4772-b481-49d9c691cba2,commented on <mention>s post,"{""mention"": ""Kristin Hansen'""}",reply
338,0ea9794f-5d2f-4772-b481-49d9c691cba2,from <location>,"{""location"": ""Samoa""}",profile
339,0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed a page with <page-type> type,"{""page-type"": ""'speaker'""}",view
340,0ea9794f-5d2f-4772-b481-49d9c691cba2,wrote a post with <sentiment> sentiment,"{""sentiment"": ""negative""}",post
341,0ea9794f-5d2f-4772-b481-49d9c691cba2,visited a page with type <page-type>,"{""page-type"": ""'speaker'""}",view
342,0ea9794f-5d2f-4772-b481-49d9c691cba2,added a post with <sentiment> sentiment,"{""sentiment"": ""negative""}",post
343,0ea9794f-5d2f-4772-b481-49d9c691cba2,voted with <poll-answer> in a poll,"{""poll-answer"": ""'No'""}",poll
344,0ea9794f-5d2f-4772-b481-49d9c691cba2,answer to a poll equals <poll-answer>,"{""poll-answer"": ""'No'""}",poll
345,0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed <number> pages,"{""number"": ""4""}",view
346,0ea9794f-5d2f-4772-b481-49d9c691cba2,attended <number> events,"{""number"": ""0""}",event
347,0ea9794f-5d2f-4772-b481-49d9c691cba2,profile phone contains <phone>,"{""phone"": ""(101) 892-2757""}",profile
348,0ea9794f-5d2f-4772-b481-49d9c691cba2,visited <number> pages,"{""number"": ""4""}",view
349,0ea9794f-5d2f-4772-b481-49d9c691cba2,went to <number> events,"{""number"": ""0""}",event
350,0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed a page with <post-word>,"{""post-word"": ""'biplane'""}",view
351,0ea9794f-5d2f-4772-b481-49d9c691cba2,left <number> notes,"{""number"": ""3""}",note
352,0ea9794f-5d2f-4772-b481-49d9c691cba2,visited a page that contains <post-word>,"{""post-word"": ""'biplane'""}",view
353,0ea9794f-5d2f-4772-b481-49d9c691cba2,created <number> notes,"{""number"": ""3""}",note
354,0ea9794f-5d2f-4772-b481-49d9c691cba2,downloaded a file with name <file-name>,"{""file-name"": ""'presentation.pptx'""}",file
355,0ea9794f-5d2f-4772-b481-49d9c691cba2,connected <social-network>,"{""social-network"": ""facebook""}",profile
356,0ea9794f-5d2f-4772-b481-49d9c691cba2,made a download of a file which contains <file-name> in the name,"{""file-name"": ""'presentation.pptx'""}",file
357,0ea9794f-5d2f-4772-b481-49d9c691cba2,linked <social-network> to their profile,"{""social-network"": ""facebook""}",profile
358,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on ad by <company>,"{""company"": ""'AC Lens'""}",ad
359,2dfad3f1-b93f-46aa-a2fa-20f390407243,answered <poll-answer> in quick poll,"{""poll-answer"": ""'Yes'""}",poll
360,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post mentioning <mention>,"{""mention"": ""Dorothy Larson""}",post
361,2dfad3f1-b93f-46aa-a2fa-20f390407243,choose <poll-answer> answer in poll,"{""poll-answer"": ""'Yes'""}",poll
362,2dfad3f1-b93f-46aa-a2fa-20f390407243,mentioned <mention> in post,"{""mention"": ""Dorothy Larson""}",post
363,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on <company> ad,"{""company"": ""'AC Lens'""}",ad
364,2dfad3f1-b93f-46aa-a2fa-20f390407243,posts about <mention>,"{""mention"": ""Dorothy Larson""}",post
365,2dfad3f1-b93f-46aa-a2fa-20f390407243,<poll-answer> answers in poll,"{""poll-answer"": ""'Yes'""}",poll
366,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicks on ads published by <company>,"{""company"": ""'AC Lens'""}",ad
367,2dfad3f1-b93f-46aa-a2fa-20f390407243,participated in quick poll answering <poll-answer>,"{""poll-answer"": ""'Yes'""}",poll
368,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with <mention>s mention,"{""mention"": ""Dorothy Larson'""}",post
369,2dfad3f1-b93f-46aa-a2fa-20f390407243,voted <poll-answer> in poll,"{""poll-answer"": ""'Yes'""}",poll
370,2dfad3f1-b93f-46aa-a2fa-20f390407243,posted about <mention>,"{""mention"": ""Dorothy Larson""}",post
371,2dfad3f1-b93f-46aa-a2fa-20f390407243,choose <poll-answer> in poll,"{""poll-answer"": ""'Yes'""}",poll
372,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with mention of <mention>,"{""mention"": ""Dorothy Larson""}",post
373,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on ad created by <company>,"{""company"": ""'AC Lens'""}",ad
374,2dfad3f1-b93f-46aa-a2fa-20f390407243,viewed <page-type> pages,"{""page-type"": ""session""}",view
375,2dfad3f1-b93f-46aa-a2fa-20f390407243,answered <poll-answer> in poll,"{""poll-answer"": ""'Yes'""}",poll
376,2dfad3f1-b93f-46aa-a2fa-20f390407243,downloaded file <number> times,"{""number"": ""9""}",file
377,2dfad3f1-b93f-46aa-a2fa-20f390407243,downloaded a file <number> times,"{""number"": ""9""}",file
378,2dfad3f1-b93f-46aa-a2fa-20f390407243,choose <poll-answer> option in quick poll,"{""poll-answer"": ""'Yes'""}",poll
379,2dfad3f1-b93f-46aa-a2fa-20f390407243,viewed page with <page-type> type,"{""page-type"": ""'session'""}",view
380,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on file <number> times,"{""number"": ""9""}",file
381,2dfad3f1-b93f-46aa-a2fa-20f390407243,checked <page-type> page,"{""page-type"": ""session""}",view
382,2dfad3f1-b93f-46aa-a2fa-20f390407243,<page-type> page views,"{""page-type"": ""session""}",view
383,2dfad3f1-b93f-46aa-a2fa-20f390407243,<poll-answer> quick poll answers,"{""poll-answer"": ""'Yes'""}",poll
384,2dfad3f1-b93f-46aa-a2fa-20f390407243,<number> file downloads,"{""number"": ""9""}",file
385,2dfad3f1-b93f-46aa-a2fa-20f390407243,participated in poll answering <poll-answer>,"{""poll-answer"": ""'Yes'""}",poll
386,2dfad3f1-b93f-46aa-a2fa-20f390407243,viewe sesssion page,{},view
387,2dfad3f1-b93f-46aa-a2fa-20f390407243,<poll-answer> answer in quick poll,"{""poll-answer"": ""'Yes'""}",poll
388,2dfad3f1-b93f-46aa-a2fa-20f390407243,<page-type> view,"{""page-type"": ""session""}",view
389,2dfad3f1-b93f-46aa-a2fa-20f390407243,left a note on page with <page-type> type,"{""page-type"": ""'speaker'""}",note
390,2dfad3f1-b93f-46aa-a2fa-20f390407243,work at <company>,"{""company"": ""Abercrombie & Fitch""}",profile
391,2dfad3f1-b93f-46aa-a2fa-20f390407243,rated page with <page-type> type,"{""page-type"": ""'exhibitor'""}",rate
392,2dfad3f1-b93f-46aa-a2fa-20f390407243,rated <page-type>s page,"{""page-type"": ""exhibitor'""}",rate
393,2dfad3f1-b93f-46aa-a2fa-20f390407243,left a note on <page-type>s page,"{""page-type"": ""speaker'""}",note
394,2dfad3f1-b93f-46aa-a2fa-20f390407243,works ar <company>,"{""company"": ""Abercrombie & Fitch""}",profile
395,2dfad3f1-b93f-46aa-a2fa-20f390407243,<page-type>s page rating,"{""page-type"": ""exhibitor'""}",rate
396,2dfad3f1-b93f-46aa-a2fa-20f390407243,note on <page-type>s page,"{""page-type"": ""speaker'""}",note
397,2dfad3f1-b93f-46aa-a2fa-20f390407243,note about <page-type>,"{""page-type"": ""speaker""}",note
398,2dfad3f1-b93f-46aa-a2fa-20f390407243,<page-type> rating,"{""page-type"": ""exhibitor""}",rate
399,2dfad3f1-b93f-46aa-a2fa-20f390407243,works at <company>,"{""company"": ""Abercrombie & Fitch""}",profile
400,2dfad3f1-b93f-46aa-a2fa-20f390407243,from <company>,"{""company"": ""Abercrombie & Fitch""}",profile
401,2dfad3f1-b93f-46aa-a2fa-20f390407243,rated an <page-type>,"{""page-type"": ""exhibitor""}",rate
402,2dfad3f1-b93f-46aa-a2fa-20f390407243,left a note about <page-type>,"{""page-type"": ""speaker""}",note
403,2dfad3f1-b93f-46aa-a2fa-20f390407243,connected <social-network>+,"{""social-network"": ""google""}",profile
404,2dfad3f1-b93f-46aa-a2fa-20f390407243,written <sentiment> posts,"{""sentiment"": ""positive""}",post
405,2dfad3f1-b93f-46aa-a2fa-20f390407243,n't <enjoyment> the event,"{""enjoyment"": ""enjoyed""}",profile
406,2dfad3f1-b93f-46aa-a2fa-20f390407243,<sentiment> sentiment towards event,"{""sentiment"": ""negative""}",post
407,2dfad3f1-b93f-46aa-a2fa-20f390407243,<sentiment> post,"{""sentiment"": ""positive""}",post
408,2dfad3f1-b93f-46aa-a2fa-20f390407243,connected <social-network>+ account,"{""social-network"": ""google""}",profile
409,2dfad3f1-b93f-46aa-a2fa-20f390407243,post with <sentiment> sentiment,"{""sentiment"": ""positive""}",post
410,2dfad3f1-b93f-46aa-a2fa-20f390407243,written <sentiment> sentiment,"{""sentiment"": ""positive""}",post
411,2dfad3f1-b93f-46aa-a2fa-20f390407243,n't like the event,{},profile
412,2dfad3f1-b93f-46aa-a2fa-20f390407243,composed a <sentiment> post,"{""sentiment"": ""positive""}",post
413,2dfad3f1-b93f-46aa-a2fa-20f390407243,linked <social-network>+ account,"{""social-network"": ""google""}",profile
414,2dfad3f1-b93f-46aa-a2fa-20f390407243,written post with <sentiment> sentiment,"{""sentiment"": ""positive""}",post
415,2dfad3f1-b93f-46aa-a2fa-20f390407243,n't really like the event,{},profile
416,2dfad3f1-b93f-46aa-a2fa-20f390407243,from <location>,"{""location"": ""Vatican city""}",profile
417,2dfad3f1-b93f-46aa-a2fa-20f390407243,replied to posts about <post-word>,"{""post-word"": ""'concussion'""}",reply
418,2dfad3f1-b93f-46aa-a2fa-20f390407243,replied to post with <post-word>,"{""post-word"": ""'concussion'""}",reply
419,2dfad3f1-b93f-46aa-a2fa-20f390407243,<location> set as location,"{""location"": ""Vatican City""}",profile
420,2dfad3f1-b93f-46aa-a2fa-20f390407243,from <location>,"{""location"": ""Vatican City""}",profile
530,2dfad3f1-b93f-46aa-a2fa-20f390407243,n't like the event,{},profile
421,2dfad3f1-b93f-46aa-a2fa-20f390407243,replied to post with <post-word> in its text,"{""post-word"": ""'concussion'""}",reply
422,2dfad3f1-b93f-46aa-a2fa-20f390407243,<location> location,"{""location"": ""Vatican City""}",profile
423,2dfad3f1-b93f-46aa-a2fa-20f390407243,live in <location>,"{""location"": ""Vatican City""}",profile
424,2dfad3f1-b93f-46aa-a2fa-20f390407243,reside in <location>,"{""location"": ""Vatican City""}",profile
425,2dfad3f1-b93f-46aa-a2fa-20f390407243,working at <company>,"{""company"": ""Abercrombie & Fitch""}",profile
426,2dfad3f1-b93f-46aa-a2fa-20f390407243,liked post <number> times,"{""number"": ""5""}",like
427,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on ad with <post-word>,"{""post-word"": ""'escapist'""}",ad
428,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicks on ads containing <post-word>,"{""post-word"": ""'escapist'""}",ad
429,2dfad3f1-b93f-46aa-a2fa-20f390407243,<number> post likes,"{""number"": ""5""}",like
430,2dfad3f1-b93f-46aa-a2fa-20f390407243,<company> set as company,"{""company"": ""Abercrombie & Fitch""}",profile
431,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on <post-word> ad,"{""post-word"": ""'escapist'""}",ad
432,2dfad3f1-b93f-46aa-a2fa-20f390407243,<number> likes of posts,"{""number"": ""5""}",like
433,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicks on ad which mentioned <post-word>,"{""post-word"": ""'escapist'""}",ad
434,2dfad3f1-b93f-46aa-a2fa-20f390407243,<number> posts likes,"{""number"": ""5""}",like
435,2dfad3f1-b93f-46aa-a2fa-20f390407243,clicked on ad containing <post-word>,"{""post-word"": ""'escapist'""}",ad
436,2dfad3f1-b93f-46aa-a2fa-20f390407243,liked post by <mention>,"{""mention"": ""Clay Arnold""}",like
437,2dfad3f1-b93f-46aa-a2fa-20f390407243,viewed page with <post-word>,"{""post-word"": ""'beyond'""}",view
438,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with <number> replies,"{""number"": ""5""}",post
439,2dfad3f1-b93f-46aa-a2fa-20f390407243,viewed page mentioning <post-word>,"{""post-word"": ""'beyond'""}",view
440,2dfad3f1-b93f-46aa-a2fa-20f390407243,posts with <number> replies,"{""number"": ""5""}",post
441,2dfad3f1-b93f-46aa-a2fa-20f390407243,liked <mention>s post,"{""mention"": ""Clay Arnold'""}",like
442,2dfad3f1-b93f-46aa-a2fa-20f390407243,post containing <number> replies,"{""number"": ""5""}",post
443,2dfad3f1-b93f-46aa-a2fa-20f390407243,view of page with <post-word> in its text,"{""post-word"": ""'beyond'""}",view
444,2dfad3f1-b93f-46aa-a2fa-20f390407243,like of <mention>s post,"{""mention"": ""Clay Arnold'""}",like
445,2dfad3f1-b93f-46aa-a2fa-20f390407243,viewed page which contains <post-word>,"{""post-word"": ""'beyond'""}",view
446,2dfad3f1-b93f-46aa-a2fa-20f390407243,post with <number> comments,"{""number"": ""5""}",post
447,2dfad3f1-b93f-46aa-a2fa-20f390407243,view of page which mentioned <post-word>,"{""post-word"": ""'beyond'""}",view
448,2dfad3f1-b93f-46aa-a2fa-20f390407243,liked post written by <mention>,"{""mention"": ""Clay Arnold""}",like
449,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with <number> comments,"{""number"": ""5""}",post
450,2dfad3f1-b93f-46aa-a2fa-20f390407243,attended event <number> times,"{""number"": ""4""}",event
451,2dfad3f1-b93f-46aa-a2fa-20f390407243,work as Affordable Housting Specialist,{},profile
452,2dfad3f1-b93f-46aa-a2fa-20f390407243,<position> position,"{""position"": ""Affordable Housing Specialist""}",profile
453,2dfad3f1-b93f-46aa-a2fa-20f390407243,<number> event attendances,"{""number"": ""4""}",event
454,2dfad3f1-b93f-46aa-a2fa-20f390407243,set position to <position>,"{""position"": ""Affordable Housing Specialist""}",profile
455,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with <sentiment> sentiment,"{""sentiment"": ""positive""}",post
456,2dfad3f1-b93f-46aa-a2fa-20f390407243,<sentiment> posts,"{""sentiment"": ""positive""}",post
457,2dfad3f1-b93f-46aa-a2fa-20f390407243,work at <position> position,"{""position"": ""Affordable Housing Specialist""}",profile
458,2dfad3f1-b93f-46aa-a2fa-20f390407243,attended even <number> times,"{""number"": ""5""}",event
459,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with  <sentiment> sentiment,"{""sentiment"": ""positive""}",post
460,2dfad3f1-b93f-46aa-a2fa-20f390407243,rated page containing <post-word>,"{""post-word"": ""'coastal'""}",rate
461,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post with <number> likes,"{""number"": ""2""}",post
462,2dfad3f1-b93f-46aa-a2fa-20f390407243,rating for page about <post-word>,"{""post-word"": ""'coastal'""}",rate
463,2dfad3f1-b93f-46aa-a2fa-20f390407243,post liked <number> times,"{""number"": ""2""}",post
464,2dfad3f1-b93f-46aa-a2fa-20f390407243,<sentiment> feelings towards the event,"{""sentiment"": ""negative""}",profile
465,2dfad3f1-b93f-46aa-a2fa-20f390407243,written post which was liked <number> times,"{""number"": ""2""}",post
466,2dfad3f1-b93f-46aa-a2fa-20f390407243,rated page mentioning <post-word>,"{""post-word"": ""'coastal'""}",rate
467,2dfad3f1-b93f-46aa-a2fa-20f390407243,rated page with <post-word> word,"{""post-word"": ""'coastal'""}",rate
468,2dfad3f1-b93f-46aa-a2fa-20f390407243,posted something liked <number> times,"{""number"": ""2""}",post
469,2dfad3f1-b93f-46aa-a2fa-20f390407243,wrote post which was liked <number> times,"{""number"": ""2""}",post
470,2dfad3f1-b93f-46aa-a2fa-20f390407243,attended <event>,"{""event"": ""'Happy Hippopotamuss'18'""}",event
471,2dfad3f1-b93f-46aa-a2fa-20f390407243,participated in poll once,{},poll
472,2dfad3f1-b93f-46aa-a2fa-20f390407243,left rating on page with <page-type> type,"{""page-type"": ""'exhibitor'""}",rate
473,2dfad3f1-b93f-46aa-a2fa-20f390407243,voted in poll,{},poll
474,2dfad3f1-b93f-46aa-a2fa-20f390407243,voted in <number> poll,"{""number"": ""1""}",poll
475,2dfad3f1-b93f-46aa-a2fa-20f390407243,attended <event>,"{""event"": ""'Happy Hippopotamuss'18'""}",event
476,2dfad3f1-b93f-46aa-a2fa-20f390407243,answerted <number> poll,"{""number"": ""1""}",poll
477,2dfad3f1-b93f-46aa-a2fa-20f390407243,rated <page-type>,"{""page-type"": ""exhibitor""}",rate
478,2dfad3f1-b93f-46aa-a2fa-20f390407243,voted in poll once,{},poll
479,2dfad3f1-b93f-46aa-a2fa-20f390407243,voted in single poll,{},poll
480,59d09959-5836-494f-9176-7a11a449b2fa,clicked on ad by <company>,"{""company"": ""'Acsis Inc.'""}",ad
481,59d09959-5836-494f-9176-7a11a449b2fa,mentioned <mention>,"{""mention"": ""Steven Owens""}",post
