Unnamed: 0,id,phrase,replacements
249,98be4665-b3db-4133-a8cf-299dfa8205ab,also has <number><number><number> 9<number>6<number>97<number> as phone,"{""number"": ""9""}"
250,98be4665-b3db-4133-a8cf-299dfa8205ab,"post ""<post-word>""","{""post-word"": ""rare""}"
251,98be4665-b3db-4133-a8cf-299dfa8205ab,made reply to <mention>,"{""mention"": ""Stacy Vaughn""}"
252,98be4665-b3db-4133-a8cf-299dfa8205ab,<number><number><number>9<number>6<number>9<number><number> phone,"{""number"": ""9""}"
253,98be4665-b3db-4133-a8cf-299dfa8205ab,reply to <mention>,"{""mention"": ""Stacy Vaughn""}"
254,98be4665-b3db-4133-a8cf-299dfa8205ab,phone number <number><number><number>9<number>6<number>9<number><number>,"{""number"": ""9""}"
255,98be4665-b3db-4133-a8cf-299dfa8205ab,"post has ""<post-word>""","{""post-word"": ""rare""}"
256,98be4665-b3db-4133-a8cf-299dfa8205ab,"post containing ""<post-word>"" word","{""post-word"": ""rare""}"
257,98be4665-b3db-4133-a8cf-299dfa8205ab,a reply to a user named <mention>,"{""mention"": ""Stacy Vaughn""}"
258,98be4665-b3db-4133-a8cf-299dfa8205ab,a phone (<number><number><number>) 9<number>6-<number>9<number><number>,"{""number"": ""9""}"
259,98be4665-b3db-4133-a8cf-299dfa8205ab,"the ""<post-word>"" word in their writings","{""post-word"": ""rare""}"
260,98be4665-b3db-4133-a8cf-299dfa8205ab,replied to <mention>,"{""mention"": ""Stacy Vaughn""}"
261,98be4665-b3db-4133-a8cf-299dfa8205ab,number is (<number><number><number>) 9<number>6-<number>9<number><number>,"{""number"": ""9""}"
262,3733dc0c-6d13-4260-bd47-0826b656ba9c,downloaded a file <number> times,"{""number"": ""5""}"
263,3733dc0c-6d13-4260-bd47-0826b656ba9c,answered a poll 'no' three times,{}
264,3733dc0c-6d13-4260-bd47-0826b656ba9c,answered three polls with 'no',{}
265,3733dc0c-6d13-4260-bd47-0826b656ba9c,downloaded a file five times,{}
266,3733dc0c-6d13-4260-bd47-0826b656ba9c,answered 'no' for a poll,{}
267,3733dc0c-6d13-4260-bd47-0826b656ba9c,answered at least three polls,{}
268,3733dc0c-6d13-4260-bd47-0826b656ba9c,downloaded a file five times,{}
269,3733dc0c-6d13-4260-bd47-0826b656ba9c,downloaded a file <number> times,"{""number"": ""5""}"
270,3733dc0c-6d13-4260-bd47-0826b656ba9c,answered three polls,{}
271,3733dc0c-6d13-4260-bd47-0826b656ba9c,at least one answer was 'no',{}
272,3733dc0c-6d13-4260-bd47-0826b656ba9c,located in <poll-answer>rth Korea also rated a page that contains <post-word> at least nine times,"{""post-word"": ""'gargoyle'"", ""poll-answer"": ""No""}"
273,3733dc0c-6d13-4260-bd47-0826b656ba9c,liked a page nine time,{}
274,3733dc0c-6d13-4260-bd47-0826b656ba9c,the page contains <post-word>,"{""post-word"": ""'gargoyle'""}"
275,3733dc0c-6d13-4260-bd47-0826b656ba9c,the attendee is located in <poll-answer>rth Korea,"{""poll-answer"": ""No""}"
276,3733dc0c-6d13-4260-bd47-0826b656ba9c,attended the event 'Deeply Seals<number><number>,"{""number"": ""5'""}"
277,3733dc0c-6d13-4260-bd47-0826b656ba9c,<website> website,"{""website"": ""'ow.ly'""}"
278,3733dc0c-6d13-4260-bd47-0826b656ba9c,viewed a page two times,{}
279,3733dc0c-6d13-4260-bd47-0826b656ba9c, <website> as website,"{""website"": ""'ow.ly'""}"
280,3733dc0c-6d13-4260-bd47-0826b656ba9c,viewed at least two pages,{}
281,3733dc0c-6d13-4260-bd47-0826b656ba9c,attended the event 'Deeply Seals<number><number>,"{""number"": ""5'""}"
282,a6568381-2d52-4699-877e-36f5a9956010,answered <poll-answer> in poll,"{""poll-answer"": ""No""}"
283,a6568381-2d52-4699-877e-36f5a9956010,liked post by <mention>,"{""mention"": ""Caleb Ramirez""}"
284,a6568381-2d52-4699-877e-36f5a9956010,replied to post with <post-word>,"{""post-word"": ""'biplane'""}"
285,a6568381-2d52-4699-877e-36f5a9956010,voted <poll-answer> in any poll,"{""poll-answer"": ""No""}"
286,a6568381-2d52-4699-877e-36f5a9956010,liked <mention>s post,"{""mention"": ""Caleb Ramirez'""}"
287,a6568381-2d52-4699-877e-36f5a9956010,replied to the post contains <post-word>,"{""post-word"": ""'biplane'""}"
288,a6568381-2d52-4699-877e-36f5a9956010,answered <poll-answer> in any poll,"{""poll-answer"": ""No""}"
289,a6568381-2d52-4699-877e-36f5a9956010,liked <mention>s content,"{""mention"": ""Caleb Ramirez'""}"
290,a6568381-2d52-4699-877e-36f5a9956010,commented to the post about <post-word>,"{""post-word"": ""'biplane'""}"
291,a6568381-2d52-4699-877e-36f5a9956010,voted <poll-answer>,"{""poll-answer"": ""No""}"
292,a6568381-2d52-4699-877e-36f5a9956010,liked post written by <mention>,"{""mention"": ""Caleb Ramirez""}"
293,a6568381-2d52-4699-877e-36f5a9956010,commented with <post-word> to the post ,"{""post-word"": ""'biplane'""}"
294,a6568381-2d52-4699-877e-36f5a9956010,liked message by <mention>,"{""mention"": ""Caleb Ramirez""}"
295,a6568381-2d52-4699-877e-36f5a9956010,voted <poll-answer>,"{""poll-answer"": ""No""}"
296,a6568381-2d52-4699-877e-36f5a9956010,left a reply for the post about <post-word>,"{""post-word"": ""'biplane'""}"
297,a6568381-2d52-4699-877e-36f5a9956010,liked  <mention>s message,"{""mention"": ""Caleb Ramirez'""}"
298,a6568381-2d52-4699-877e-36f5a9956010, voted <poll-answer>,"{""poll-answer"": ""No""}"
299,a6568381-2d52-4699-877e-36f5a9956010,left a comment for the post with <post-word>,"{""post-word"": ""'biplane'""}"
300,a6568381-2d52-4699-877e-36f5a9956010,attended Deaply Seals<number><number>,"{""number"": ""5""}"
301,a6568381-2d52-4699-877e-36f5a9956010,rated page with <number> stars,"{""number"": ""0""}"
302,a6568381-2d52-4699-877e-36f5a9956010,liked post by <mention>,"{""mention"": ""Caleb Ramirez""}"
303,4a98f580-3e45-4f60-9128-8195f08bd995,wrote a post mentioning <mention> ,"{""mention"": ""Estelle Jimenez""}"
304,4a98f580-3e45-4f60-9128-8195f08bd995,work at <company>,"{""company"": ""Abbott Laboratories""}"
305,4a98f580-3e45-4f60-9128-8195f08bd995,rated a page at least one time ,{}
306,4a98f580-3e45-4f60-9128-8195f08bd995,viewed a page <number> times,"{""number"": ""5""}"
307,4a98f580-3e45-4f60-9128-8195f08bd995,wrote a post that got <number> replies,"{""number"": ""7""}"
308,4a98f580-3e45-4f60-9128-8195f08bd995,replied to a post with <sentiment> sentiment,"{""sentiment"": ""negative""}"
309,4a98f580-3e45-4f60-9128-8195f08bd995,wrote a post with <number> comments,"{""number"": ""7""}"
310,4a98f580-3e45-4f60-9128-8195f08bd995,commented <sentiment>ly,"{""sentiment"": ""negative""}"
311,4a98f580-3e45-4f60-9128-8195f08bd995,bad things to say in a comment ,{}
312,4a98f580-3e45-4f60-9128-8195f08bd995,wrote post that got <number> comments ,"{""number"": ""7""}"
313,4a98f580-3e45-4f60-9128-8195f08bd995,<email>,"{""email"": ""rgarcia@optonline.net""}"
314,4a98f580-3e45-4f60-9128-8195f08bd995,<website> as their website,"{""website"": ""deviantart.com""}"
315,4a98f580-3e45-4f60-9128-8195f08bd995,rated with <number> stars ,"{""number"": ""2""}"
316,4a98f580-3e45-4f60-9128-8195f08bd995,<email> email,"{""email"": ""rgarcia@optonline.net""}"
317,4a98f580-3e45-4f60-9128-8195f08bd995,clicked on the activision <page-type>ed post,"{""page-type"": ""sponsor""}"
318,4a98f580-3e45-4f60-9128-8195f08bd995,converted on the activision <page-type>ed post,"{""page-type"": ""sponsor""}"
319,4a98f580-3e45-4f60-9128-8195f08bd995,biologist,{}
320,4a98f580-3e45-4f60-9128-8195f08bd995,<website> as their website,"{""website"": ""deviantart.com""}"
321,4a98f580-3e45-4f60-9128-8195f08bd995,a post that was liked <number> times,"{""number"": ""7""}"
322,4a98f580-3e45-4f60-9128-8195f08bd995,wrote posts that contain the keyword <post-word>,"{""post-word"": ""honey""}"
323,4a98f580-3e45-4f60-9128-8195f08bd995,wrote about <post-word>,"{""post-word"": ""honey""}"
324,4a98f580-3e45-4f60-9128-8195f08bd995,posted about <post-word>,"{""post-word"": ""honey""}"
325,4a98f580-3e45-4f60-9128-8195f08bd995,works at abbott laboratories ,{}
326,4a98f580-3e45-4f60-9128-8195f08bd995,downloaded a file <number> times,"{""number"": ""3""}"
327,4a98f580-3e45-4f60-9128-8195f08bd995,downloaded something <number> times,"{""number"": ""3""}"
328,4a98f580-3e45-4f60-9128-8195f08bd995,wrote a <sentiment> post,"{""sentiment"": ""positive""}"
329,4a98f580-3e45-4f60-9128-8195f08bd995,wrote something <sentiment>,"{""sentiment"": ""positive""}"
330,4a98f580-3e45-4f60-9128-8195f08bd995,clicked a <page-type>ed post <number> times,"{""number"": ""7"", ""page-type"": ""sponsor""}"
331,4a98f580-3e45-4f60-9128-8195f08bd995,liked a post with the keyword <post-word>,"{""post-word"": ""big""}"
332,4a98f580-3e45-4f60-9128-8195f08bd995,saw any page <number> times,"{""number"": ""5""}"
333,4a98f580-3e45-4f60-9128-8195f08bd995,wrote something about <post-word>,"{""post-word"": ""honey""}"
334,4a98f580-3e45-4f60-9128-8195f08bd995,posted about <post-word>,"{""post-word"": ""honey""}"
335,4a98f580-3e45-4f60-9128-8195f08bd995,viewed a page with <post-word> in the content,"{""post-word"": ""big""}"
336,4a98f580-3e45-4f60-9128-8195f08bd995,viewed a page with <post-word>,"{""post-word"": ""big""}"
337,4a98f580-3e45-4f60-9128-8195f08bd995,wrote post that got <number> comments,"{""number"": ""7""}"
338,4a98f580-3e45-4f60-9128-8195f08bd995,the phone number (<number><number>7) <number><number><number>-7744,"{""number"": ""8""}"
339,4a98f580-3e45-4f60-9128-8195f08bd995,phone number is (<number><number>7) <number><number><number>-7744,"{""number"": ""8""}"
340,4a98f580-3e45-4f60-9128-8195f08bd995,commented one of estelle jimenez's posts,{}
341,4a98f580-3e45-4f60-9128-8195f08bd995,commented estelle jimenez's post,{}
342,4a98f580-3e45-4f60-9128-8195f08bd995,replying to estelle jimeneze's post ,{}
343,4a98f580-3e45-4f60-9128-8195f08bd995,viewed a page <number> times,"{""number"": ""5""}"
344,4a98f580-3e45-4f60-9128-8195f08bd995,named vida,{}
345,4a98f580-3e45-4f60-9128-8195f08bd995,name is vida,{}
346,4a98f580-3e45-4f60-9128-8195f08bd995,named vida,{}
347,4a98f580-3e45-4f60-9128-8195f08bd995,vida,{}
348,0ea9794f-5d2f-4772-b481-49d9c691cba2,used the app <number> times,"{""number"": ""0""}"
349,0ea9794f-5d2f-4772-b481-49d9c691cba2,downloaded <number> files,"{""number"": ""7""}"
350,0ea9794f-5d2f-4772-b481-49d9c691cba2,<last-name> as the last name,"{""last-name"": ""Rodriguez""}"
351,0ea9794f-5d2f-4772-b481-49d9c691cba2,<last-name> for the last name,"{""last-name"": ""Rodriguez""}"
352,0ea9794f-5d2f-4772-b481-49d9c691cba2,n't use the app,{}
353,0ea9794f-5d2f-4772-b481-49d9c691cba2,made <number> file downloads,"{""number"": ""7""}"
354,0ea9794f-5d2f-4772-b481-49d9c691cba2,downloaded  <number> files from the app,"{""number"": ""7""}"
355,0ea9794f-5d2f-4772-b481-49d9c691cba2,surname is <last-name>,"{""last-name"": ""Rodriguez""}"
356,0ea9794f-5d2f-4772-b481-49d9c691cba2,opened the app <number> times,"{""number"": ""0""}"
357,0ea9794f-5d2f-4772-b481-49d9c691cba2,opened the app <number> times,"{""number"": ""0""}"
358,0ea9794f-5d2f-4772-b481-49d9c691cba2,<last-name> for the last name,"{""last-name"": ""Rodriguez""}"
359,0ea9794f-5d2f-4772-b481-49d9c691cba2,made <number> file downloads,"{""number"": ""7""}"
360,0ea9794f-5d2f-4772-b481-49d9c691cba2,last name equals <last-name>,"{""last-name"": ""Rodriguez""}"
361,0ea9794f-5d2f-4772-b481-49d9c691cba2,made <number> file downloads,"{""number"": ""7""}"
362,0ea9794f-5d2f-4772-b481-49d9c691cba2,used the app <number> times,"{""number"": ""0""}"
363,0ea9794f-5d2f-4772-b481-49d9c691cba2,answered <poll-answer> to a poll,"{""poll-answer"": ""'No'""}"
364,0ea9794f-5d2f-4772-b481-49d9c691cba2,created a post with <sentiment> sentiment,"{""sentiment"": ""negative""}"
365,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post with <sentiment> sentiment,"{""sentiment"": ""positive""}"
366,0ea9794f-5d2f-4772-b481-49d9c691cba2,created a post with <sentiment> sentiment,"{""sentiment"": ""negative""}"
367,0ea9794f-5d2f-4772-b481-49d9c691cba2,answered <poll-answer> to a poll,"{""poll-answer"": ""'No'""}"
368,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post with <sentiment> sentiment,"{""sentiment"": ""positive""}"
369,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post with <sentiment> sentiment,"{""sentiment"": ""positive""}"
370,0ea9794f-5d2f-4772-b481-49d9c691cba2,answered <poll-answer> to a poll,"{""poll-answer"": ""'No'""}"
371,0ea9794f-5d2f-4772-b481-49d9c691cba2,created a post with <sentiment> sentiment,"{""sentiment"": ""negative""}"
372,0ea9794f-5d2f-4772-b481-49d9c691cba2,post has <sentiment> sentiment,"{""sentiment"": ""negative""}"
373,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked someone else's post with <sentiment> sentiment,"{""sentiment"": ""positive""}"
374,0ea9794f-5d2f-4772-b481-49d9c691cba2,responded <poll-answer> to a poll,"{""poll-answer"": ""'No'""}"
375,0ea9794f-5d2f-4772-b481-49d9c691cba2,attendees posted at least one post with <sentiment> sentiment,"{""sentiment"": ""negative""}"
376,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post with <sentiment> sentiment,"{""sentiment"": ""positive""}"
377,0ea9794f-5d2f-4772-b481-49d9c691cba2,responded <poll-answer> to a poll,"{""poll-answer"": ""'No'""}"
378,0ea9794f-5d2f-4772-b481-49d9c691cba2,participated in a poll with the question <poll-question>?',"{""poll-question"": ""'Do you sleep with your sheets tucked in""}"
379,0ea9794f-5d2f-4772-b481-49d9c691cba2,rated a page <number> times,"{""number"": ""7""}"
380,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on an ad <number> time,"{""number"": ""1""}"
381,0ea9794f-5d2f-4772-b481-49d9c691cba2,rated a page <number> times,"{""number"": ""7""}"
382,0ea9794f-5d2f-4772-b481-49d9c691cba2,participated in a poll with the question <poll-question>?',"{""poll-question"": ""'Do you sleep with your sheets tucked in""}"
383,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on an ad <number> time,"{""number"": ""1""}"
384,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on an ad <number> time,"{""number"": ""1""}"
385,0ea9794f-5d2f-4772-b481-49d9c691cba2,rated a page <number> times,"{""number"": ""7""}"
386,0ea9794f-5d2f-4772-b481-49d9c691cba2,participated in a poll with the question <poll-question>?',"{""poll-question"": ""'Do you sleep with your sheets tucked in""}"
387,0ea9794f-5d2f-4772-b481-49d9c691cba2,gave a rating to a page <number> times,"{""number"": ""7""}"
388,0ea9794f-5d2f-4772-b481-49d9c691cba2,interacted with an ad <number> time,"{""number"": ""1""}"
389,0ea9794f-5d2f-4772-b481-49d9c691cba2,voted on a poll with the question <poll-question>?',"{""poll-question"": ""'Do you sleep with your sheets tucked in""}"
390,0ea9794f-5d2f-4772-b481-49d9c691cba2,answered <poll-question>?' in a poll,"{""poll-question"": ""'Do you sleep with your sheets tucked in""}"
391,0ea9794f-5d2f-4772-b481-49d9c691cba2,rated <number> pages,"{""number"": ""7""}"
392,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked an ad <number> time,"{""number"": ""1""}"
393,0ea9794f-5d2f-4772-b481-49d9c691cba2,<position> in the position field,"{""position"": ""Administrative Generalist/Specialist""}"
394,0ea9794f-5d2f-4772-b481-49d9c691cba2,phone number equals (<number><number><number>) <number>4<number>-824<number>,"{""number"": ""9""}"
395,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post that contains <post-word>,"{""post-word"": ""'pragmatic'""}"
396,0ea9794f-5d2f-4772-b481-49d9c691cba2,the phone number (<number><number><number>) <number>4<number>-824<number>,"{""number"": ""9""}"
397,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post with the word <post-word>,"{""post-word"": ""'pragmatic'""}"
398,0ea9794f-5d2f-4772-b481-49d9c691cba2,<position> position,"{""position"": ""Administrative Generalist/Specialist""}"
399,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post containing <post-word>,"{""post-word"": ""'pragmatic'""}"
400,0ea9794f-5d2f-4772-b481-49d9c691cba2,holds the position of <position>,"{""position"": ""Administrative Generalist/Specialist""}"
401,0ea9794f-5d2f-4772-b481-49d9c691cba2,phone number is (<number><number><number>) <number>4<number>-824<number>,"{""number"": ""9""}"
402,0ea9794f-5d2f-4772-b481-49d9c691cba2,profile details contain the phone number (<number><number><number>) <number>4<number>-824<number>,"{""number"": ""9""}"
403,0ea9794f-5d2f-4772-b481-49d9c691cba2,left at least one like on a post with the word <post-word>,"{""post-word"": ""'pragmatic'""}"
404,0ea9794f-5d2f-4772-b481-49d9c691cba2,<position> position,"{""position"": ""Administrative Generalist/Specialist""}"
405,0ea9794f-5d2f-4772-b481-49d9c691cba2,<position>s,"{""position"": ""Administrative Generalist/Specialist""}"
406,0ea9794f-5d2f-4772-b481-49d9c691cba2,the phone number (<number><number><number>) <number>4<number>-824<number>,"{""number"": ""9""}"
407,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post containing the word <post-word>,"{""post-word"": ""'pragmatic'""}"
408,0ea9794f-5d2f-4772-b481-49d9c691cba2,profile details contain <position> position for the position,"{""position"": ""Administrative Generalist/Specialist""}"
409,0ea9794f-5d2f-4772-b481-49d9c691cba2,(<number><number><number>) <number>4<number>-824<number> for the phone number,"{""number"": ""9""}"
410,0ea9794f-5d2f-4772-b481-49d9c691cba2,liked a post that contains <post-word>,"{""post-word"": ""'pragmatic'""}"
411,0ea9794f-5d2f-4772-b481-49d9c691cba2,first name is <first-name>,"{""first-name"": ""Nancie""}"
412,0ea9794f-5d2f-4772-b481-49d9c691cba2,participated in <number> polls,"{""number"": ""7""}"
413,0ea9794f-5d2f-4772-b481-49d9c691cba2,saved a note for a page that contains <post-word>,"{""post-word"": ""'concussion'""}"
414,0ea9794f-5d2f-4772-b481-49d9c691cba2,<first-name> as the first name,"{""first-name"": ""Nancie""}"
415,0ea9794f-5d2f-4772-b481-49d9c691cba2,participated in a poll <number> times,"{""number"": ""7""}"
416,0ea9794f-5d2f-4772-b481-49d9c691cba2,left a note on a page that contains <post-word>,"{""post-word"": ""'concussion'""}"
417,0ea9794f-5d2f-4772-b481-49d9c691cba2,saved a note on page containing the word <post-word>,"{""post-word"": ""'concussion'""}"
418,0ea9794f-5d2f-4772-b481-49d9c691cba2,voted on <number> polls,"{""number"": ""7""}"
419,0ea9794f-5d2f-4772-b481-49d9c691cba2,<first-name> as first name,"{""first-name"": ""Nancie""}"
420,0ea9794f-5d2f-4772-b481-49d9c691cba2,left a vote on <number> polls,"{""number"": ""7""}"
421,0ea9794f-5d2f-4772-b481-49d9c691cba2,first name equals <first-name>,"{""first-name"": ""Nancie""}"
422,0ea9794f-5d2f-4772-b481-49d9c691cba2,added a note to page with the word <post-word>,"{""post-word"": ""'concussion'""}"
423,0ea9794f-5d2f-4772-b481-49d9c691cba2,created a note to page containing <post-word>,"{""post-word"": ""'concussion'""}"
424,0ea9794f-5d2f-4772-b481-49d9c691cba2,took part in <number> polls,"{""number"": ""7""}"
425,0ea9794f-5d2f-4772-b481-49d9c691cba2,first name is <first-name>,"{""first-name"": ""Nancie""}"
426,0ea9794f-5d2f-4772-b481-49d9c691cba2,replied to a post by <mention>,"{""mention"": ""Kristin Hansen""}"
427,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on an ad <number> time,"{""number"": ""1""}"
428,0ea9794f-5d2f-4772-b481-49d9c691cba2,<location> as location,"{""location"": ""Samoa""}"
429,0ea9794f-5d2f-4772-b481-49d9c691cba2,<location> as location,"{""location"": ""Samoa""}"
430,0ea9794f-5d2f-4772-b481-49d9c691cba2,replied to a post by <mention>,"{""mention"": ""Kristin Hansen""}"
431,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on an ad <number> time,"{""number"": ""1""}"
432,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on an ad <number> time,"{""number"": ""1""}"
433,0ea9794f-5d2f-4772-b481-49d9c691cba2,<location> as location,"{""location"": ""Samoa""}"
434,0ea9794f-5d2f-4772-b481-49d9c691cba2,replied to a post by <mention>,"{""mention"": ""Kristin Hansen""}"
435,0ea9794f-5d2f-4772-b481-49d9c691cba2,left a comment on a post by <mention>,"{""mention"": ""Kristin Hansen""}"
436,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on <number> add,"{""number"": ""1""}"
437,0ea9794f-5d2f-4772-b481-49d9c691cba2,<location> in profile details ,"{""location"": ""Samoa""}"
438,0ea9794f-5d2f-4772-b481-49d9c691cba2,<location> in profile details,"{""location"": ""Samoa""}"
439,0ea9794f-5d2f-4772-b481-49d9c691cba2,left a comment on a post by <mention>,"{""mention"": ""Kristin Hansen""}"
440,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on <number> add,"{""number"": ""1""}"
441,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on <number> add,"{""number"": ""1""}"
442,0ea9794f-5d2f-4772-b481-49d9c691cba2,<location> in profile details,"{""location"": ""Samoa""}"
443,0ea9794f-5d2f-4772-b481-49d9c691cba2,left a comment on a post by <mention>,"{""mention"": ""Kristin Hansen""}"
444,0ea9794f-5d2f-4772-b481-49d9c691cba2,attendees from <location>,"{""location"": ""Samoa""}"
445,0ea9794f-5d2f-4772-b481-49d9c691cba2,commented on  <mention>s post,"{""mention"": ""Kristin Hansen'""}"
446,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on an ad <number> time,"{""number"": ""1""}"
447,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on an ad <number> time,"{""number"": ""1""}"
448,0ea9794f-5d2f-4772-b481-49d9c691cba2,commented on <mention>s post,"{""mention"": ""Kristin Hansen'""}"
449,0ea9794f-5d2f-4772-b481-49d9c691cba2,from <location>,"{""location"": ""Samoa""}"
450,0ea9794f-5d2f-4772-b481-49d9c691cba2,commented on <mention>s post,"{""mention"": ""Kristin Hansen'""}"
451,0ea9794f-5d2f-4772-b481-49d9c691cba2,clicked on an ad <number> time,"{""number"": ""1""}"
452,0ea9794f-5d2f-4772-b481-49d9c691cba2,from <location>,"{""location"": ""Samoa""}"
453,0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed a page with <page-type> type,"{""page-type"": ""'speaker'""}"
454,0ea9794f-5d2f-4772-b481-49d9c691cba2,wrote a post with <sentiment> sentiment,"{""sentiment"": ""negative""}"
455,0ea9794f-5d2f-4772-b481-49d9c691cba2,answered <poll-answer> to a poll,"{""poll-answer"": ""'No'""}"
456,0ea9794f-5d2f-4772-b481-49d9c691cba2,answered <poll-answer> to a poll,"{""poll-answer"": ""'No'""}"
457,0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed a page with <page-type> type,"{""page-type"": ""'speaker'""}"
458,0ea9794f-5d2f-4772-b481-49d9c691cba2,wrote a post with <sentiment> sentiment,"{""sentiment"": ""negative""}"
459,0ea9794f-5d2f-4772-b481-49d9c691cba2,wrote a post with <sentiment> sentiment,"{""sentiment"": ""negative""}"
460,0ea9794f-5d2f-4772-b481-49d9c691cba2,answered <poll-answer> to a poll,"{""poll-answer"": ""'No'""}"
461,0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed a page with <page-type> type,"{""page-type"": ""'speaker'""}"
462,0ea9794f-5d2f-4772-b481-49d9c691cba2,visited a page with type <page-type>,"{""page-type"": ""'speaker'""}"
463,0ea9794f-5d2f-4772-b481-49d9c691cba2,added a post with <sentiment> sentiment,"{""sentiment"": ""negative""}"
464,0ea9794f-5d2f-4772-b481-49d9c691cba2,voted with <poll-answer> in a poll,"{""poll-answer"": ""'No'""}"
465,0ea9794f-5d2f-4772-b481-49d9c691cba2,answer to a poll equals <poll-answer>,"{""poll-answer"": ""'No'""}"
466,0ea9794f-5d2f-4772-b481-49d9c691cba2,visited a page with type <page-type>,"{""page-type"": ""'speaker'""}"
467,0ea9794f-5d2f-4772-b481-49d9c691cba2,added a post with <sentiment> sentiment,"{""sentiment"": ""negative""}"
468,0ea9794f-5d2f-4772-b481-49d9c691cba2,created a post with <sentiment> sentiment,"{""sentiment"": ""negative""}"
469,0ea9794f-5d2f-4772-b481-49d9c691cba2,answer to a poll equals <poll-answer>,"{""poll-answer"": ""'No'""}"
470,0ea9794f-5d2f-4772-b481-49d9c691cba2,visited a page with type <page-type>,"{""page-type"": ""'speaker'""}"
471,0ea9794f-5d2f-4772-b481-49d9c691cba2,phone number is (<number><number><number>) <number>4<number>-824<number>,"{""number"": ""9""}"
472,0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed <number> pages,"{""number"": ""4""}"
473,0ea9794f-5d2f-4772-b481-49d9c691cba2,attended <number> events,"{""number"": ""0""}"
474,0ea9794f-5d2f-4772-b481-49d9c691cba2,attended <number> events,"{""number"": ""0""}"
475,0ea9794f-5d2f-4772-b481-49d9c691cba2,phone number is (<number><number><number>) <number>4<number>-824<number>,"{""number"": ""9""}"
476,0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed <number> pages,"{""number"": ""4""}"
477,0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed <number> pages,"{""number"": ""4""}"
478,0ea9794f-5d2f-4772-b481-49d9c691cba2,attended <number> events,"{""number"": ""0""}"
479,0ea9794f-5d2f-4772-b481-49d9c691cba2,phone number is (<number><number><number>) <number>4<number>-824<number>,"{""number"": ""9""}"
480,0ea9794f-5d2f-4772-b481-49d9c691cba2,profile phone contains (<number><number><number>) <number>4<number>-824<number>,"{""number"": ""9""}"
481,0ea9794f-5d2f-4772-b481-49d9c691cba2,visited <number> pages,"{""number"": ""4""}"
482,0ea9794f-5d2f-4772-b481-49d9c691cba2,went to <number> events,"{""number"": ""0""}"
483,0ea9794f-5d2f-4772-b481-49d9c691cba2,went to <number> events,"{""number"": ""0""}"
484,0ea9794f-5d2f-4772-b481-49d9c691cba2,visited <number> pages,"{""number"": ""4""}"
485,0ea9794f-5d2f-4772-b481-49d9c691cba2,profile phone contains (<number><number><number>) <number>4<number>-824<number>,"{""number"": ""9""}"
486,0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed a page with <post-word>,"{""post-word"": ""'biplane'""}"
487,0ea9794f-5d2f-4772-b481-49d9c691cba2,left <number> notes,"{""number"": ""3""}"
488,0ea9794f-5d2f-4772-b481-49d9c691cba2,downloaded <number> files,"{""number"": ""7""}"
489,0ea9794f-5d2f-4772-b481-49d9c691cba2,downloaded <number> files,"{""number"": ""7""}"
490,0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed a page with <post-word>,"{""post-word"": ""'biplane'""}"
491,0ea9794f-5d2f-4772-b481-49d9c691cba2,left <number> notes,"{""number"": ""3""}"
492,0ea9794f-5d2f-4772-b481-49d9c691cba2,left <number> notes,"{""number"": ""3""}"
493,0ea9794f-5d2f-4772-b481-49d9c691cba2,downloaded <number> files,"{""number"": ""7""}"
494,0ea9794f-5d2f-4772-b481-49d9c691cba2,viewed a page with <post-word>,"{""post-word"": ""'biplane'""}"
495,0ea9794f-5d2f-4772-b481-49d9c691cba2,visited a page that contains <post-word>,"{""post-word"": ""'biplane'""}"
496,0ea9794f-5d2f-4772-b481-49d9c691cba2,created <number> notes,"{""number"": ""3""}"
